version,caseid,profile_gender,profile_age,profile_state,profile_relig,w3qual,w3p_ideo,w3reg,w3regstate,w3turnout,w3hsvote,w3hswho,w3dthonest,w3dem1honest,w3socmedia2_f,w3socmedia2_i,w3socmedia2_s,w3socmedia2_t,w3startdt,w3enddt,w3device
ANES 2020-22 Social Media Study 20230705,2565,1,62,WA,12,1,-6,1,-1,4,1,2,3,5,1,2,2,2,11/11/2022 13:14,11/11/2022 13:34,Desktop
ANES 2020-22 Social Media Study 20230705,2566,1,31,KS,12,1,-6,1,-1,2,2,-1,5,2,1,1,2,2,11/11/2022 19:39,11/11/2022 20:06,Desktop
ANES 2020-22 Social Media Study 20230705,2567,1,43,WV,1,1,4,1,-1,4,1,2,5,5,1,1,1,2,11/13/2022 15:01,11/13/2022 15:29,Smartphone
ANES 2020-22 Social Media Study 20230705,2568,1,71,PA,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2569,2,63,VA,10,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2570,1,40,CA,9,1,-6,1,-1,4,1,1,5,3,1,2,2,2,11/11/2022 5:54,11/11/2022 6:24,Desktop
ANES 2020-22 Social Media Study 20230705,2571,1,43,MI,11,1,6,1,-1,4,1,2,4,5,1,1,2,1,11/10/2022 0:50,11/10/2022 1:07,Desktop
ANES 2020-22 Social Media Study 20230705,2572,1,55,NE,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2573,1,56,IL,10,1,-6,2,-1,4,1,1,5,2,1,2,2,2,11/9/2022 19:59,11/9/2022 20:22,Desktop
ANES 2020-22 Social Media Study 20230705,2574,2,66,HI,14,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/11/2022 8:22,11/11/2022 8:49,Desktop
ANES 2020-22 Social Media Study 20230705,2575,2,30,CA,12,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2576,1,45,FL,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2577,2,71,GA,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2578,1,57,CA,11,1,-6,1,-1,4,1,1,5,4,1,1,-7,1,12/26/2022 7:15,12/26/2022 7:29,Smartphone
ANES 2020-22 Social Media Study 20230705,2579,1,66,UT,14,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2580,2,32,AR,1,1,4,1,-1,1,2,-1,4,4,1,2,2,-7,11/10/2022 16:57,11/10/2022 17:16,Smartphone
ANES 2020-22 Social Media Study 20230705,2581,1,35,WV,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2582,2,41,OH,10,1,-6,1,-1,4,1,1,5,1,1,1,1,1,11/11/2022 8:10,11/11/2022 9:10,Smartphone
ANES 2020-22 Social Media Study 20230705,2583,1,59,NY,11,1,-6,1,-1,1,2,-1,4,5,-1,-1,-1,-1,11/11/2022 8:03,11/11/2022 17:47,Desktop
ANES 2020-22 Social Media Study 20230705,2584,2,59,CA,11,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 23:21,11/11/2022 0:11,Tablet
ANES 2020-22 Social Media Study 20230705,2585,2,72,TX,10,1,-6,1,-1,4,2,-1,5,5,1,2,1,2,11/10/2022 17:22,11/10/2022 18:27,Tablet
ANES 2020-22 Social Media Study 20230705,2586,1,64,CA,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2587,1,26,CA,11,1,8,2,-1,3,2,-1,5,2,1,1,2,1,12/31/2022 21:04,12/31/2022 21:33,Desktop
ANES 2020-22 Social Media Study 20230705,2588,1,48,WI,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2590,2,72,FL,14,1,-6,1,-1,4,1,3,5,2,2,-7,-7,-7,11/10/2022 14:35,11/10/2022 15:18,Smartphone
ANES 2020-22 Social Media Study 20230705,2591,2,35,OH,2,1,3,1,-1,1,2,-1,5,4,1,1,1,1,11/16/2022 21:46,11/16/2022 22:01,Smartphone
ANES 2020-22 Social Media Study 20230705,2592,2,55,AZ,11,1,-6,1,-1,4,1,2,5,5,1,2,2,2,11/12/2022 7:56,11/12/2022 8:18,Desktop
ANES 2020-22 Social Media Study 20230705,2593,2,33,AK,14,1,-6,1,-1,4,1,2,4,4,1,1,2,2,11/11/2022 9:33,11/11/2022 10:07,Smartphone
ANES 2020-22 Social Media Study 20230705,2594,1,58,CA,1,1,-6,1,-1,4,1,1,5,2,2,2,2,1,11/10/2022 15:20,11/10/2022 15:46,Desktop
ANES 2020-22 Social Media Study 20230705,2595,1,78,GA,1,1,-6,1,-1,4,1,2,3,5,1,1,2,2,11/13/2022 9:47,11/13/2022 10:35,Desktop
ANES 2020-22 Social Media Study 20230705,2596,2,56,MN,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2597,2,71,OH,2,1,-6,1,-1,4,1,1,5,1,1,2,2,1,11/10/2022 17:20,11/10/2022 18:07,Desktop
ANES 2020-22 Social Media Study 20230705,2598,1,70,WI,2,1,-6,1,-1,4,1,2,2,5,2,2,2,2,11/16/2022 8:41,11/16/2022 10:00,Desktop
ANES 2020-22 Social Media Study 20230705,2599,1,80,NE,14,1,-6,1,-1,4,1,2,3,5,2,2,2,2,11/10/2022 17:20,11/10/2022 18:01,Desktop
ANES 2020-22 Social Media Study 20230705,2600,2,29,AL,14,1,-6,1,-1,4,1,1,5,5,2,1,-7,1,11/10/2022 14:41,11/10/2022 14:55,Smartphone
ANES 2020-22 Social Media Study 20230705,2601,2,76,IL,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2602,1,57,WI,1,1,-6,1,-1,4,1,2,3,5,2,2,2,2,11/14/2022 20:39,11/14/2022 21:32,Desktop
ANES 2020-22 Social Media Study 20230705,2603,2,60,IL,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2604,2,57,NY,11,1,-6,1,-1,3,2,-1,5,2,1,1,2,2,11/9/2022 20:26,11/9/2022 21:04,Smartphone
ANES 2020-22 Social Media Study 20230705,2605,1,70,OR,11,1,-6,1,-1,4,1,2,5,5,1,2,2,2,11/9/2022 15:51,11/9/2022 16:21,Desktop
ANES 2020-22 Social Media Study 20230705,2606,2,30,CA,1,1,-6,3,-1,1,2,-1,5,3,1,1,1,2,11/22/2022 2:52,11/22/2022 3:09,Smartphone
ANES 2020-22 Social Media Study 20230705,2607,1,70,CA,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2608,2,35,FL,1,1,5,1,-1,4,1,1,5,3,1,2,1,2,11/10/2022 16:49,11/10/2022 17:07,Smartphone
ANES 2020-22 Social Media Study 20230705,2609,2,33,NY,12,1,-6,1,-1,3,2,-1,3,5,1,1,2,2,11/10/2022 19:24,11/11/2022 20:34,Smartphone
ANES 2020-22 Social Media Study 20230705,2610,1,26,ID,11,1,-6,1,-1,4,1,1,5,2,1,1,1,1,11/16/2022 15:29,11/16/2022 15:45,Smartphone
ANES 2020-22 Social Media Study 20230705,2611,2,30,TX,12,9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,11/13/2022 8:00,11/13/2022 8:08,Smartphone
ANES 2020-22 Social Media Study 20230705,2612,1,56,OK,12,1,-6,2,-1,1,2,-1,5,2,2,2,2,2,11/12/2022 20:32,11/12/2022 21:02,Smartphone
ANES 2020-22 Social Media Study 20230705,2613,1,80,AZ,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2614,2,68,MO,12,1,-6,1,-1,4,1,1,5,5,1,-7,1,-7,11/11/2022 11:28,11/11/2022 11:50,Desktop
ANES 2020-22 Social Media Study 20230705,2615,2,63,FL,1,1,-6,1,-1,4,1,1,5,3,1,1,2,2,11/10/2022 17:36,11/10/2022 18:22,Smartphone
ANES 2020-22 Social Media Study 20230705,2616,2,80,NY,1,1,-6,1,-1,4,1,2,4,5,1,2,2,2,11/10/2022 21:15,11/10/2022 21:58,Tablet
ANES 2020-22 Social Media Study 20230705,2618,2,73,PA,1,1,-6,1,-1,4,1,1,5,1,2,-7,-7,-7,11/10/2022 17:30,11/10/2022 18:08,Desktop
ANES 2020-22 Social Media Study 20230705,2619,1,49,OH,2,1,-6,1,-1,4,1,2,3,5,1,2,1,2,11/11/2022 17:33,11/11/2022 17:53,Desktop
ANES 2020-22 Social Media Study 20230705,2620,2,27,CA,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2621,2,41,IN,12,1,4,1,-1,4,1,1,5,2,1,1,1,2,11/10/2022 18:06,11/10/2022 18:24,Smartphone
ANES 2020-22 Social Media Study 20230705,2622,1,66,CO,11,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2623,2,63,TX,1,1,-6,1,-1,1,1,1,5,2,1,2,2,2,11/10/2022 14:30,11/10/2022 14:52,Smartphone
ANES 2020-22 Social Media Study 20230705,2624,2,68,CT,2,1,-6,1,-1,4,1,2,2,5,2,2,2,2,11/10/2022 13:55,11/10/2022 14:22,Smartphone
ANES 2020-22 Social Media Study 20230705,2625,1,56,NM,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2626,2,61,CA,2,1,-6,1,-1,3,1,1,5,3,1,2,2,2,11/11/2022 11:26,11/11/2022 12:04,Smartphone
ANES 2020-22 Social Media Study 20230705,2627,2,33,NY,2,1,-6,2,-1,1,2,-1,3,5,1,2,2,2,11/13/2022 11:43,11/13/2022 13:26,Smartphone
ANES 2020-22 Social Media Study 20230705,2628,2,43,TX,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2629,2,73,WA,12,1,-6,1,-1,4,1,2,2,5,1,2,2,2,11/12/2022 15:09,11/12/2022 17:28,Smartphone
ANES 2020-22 Social Media Study 20230705,2630,1,61,MD,11,1,-6,1,-1,4,1,1,5,2,2,1,2,1,11/10/2022 17:58,11/10/2022 18:20,Desktop
ANES 2020-22 Social Media Study 20230705,2631,1,38,NC,11,1,-6,1,-1,4,1,1,5,2,2,2,2,2,11/14/2022 16:58,11/14/2022 17:24,Desktop
ANES 2020-22 Social Media Study 20230705,2632,1,34,WI,10,1,-6,1,-1,4,1,1,5,1,1,1,2,1,11/10/2022 16:56,11/10/2022 17:32,Desktop
ANES 2020-22 Social Media Study 20230705,2633,2,39,AZ,14,1,-6,3,-1,4,2,-1,3,3,1,1,2,1,11/10/2022 22:07,11/25/2022 13:39,Smartphone
ANES 2020-22 Social Media Study 20230705,2634,2,51,CA,11,1,-6,2,-1,3,2,-1,4,3,1,1,2,2,12/1/2022 7:28,12/1/2022 7:55,Smartphone
ANES 2020-22 Social Media Study 20230705,2635,2,31,FL,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2636,2,58,CA,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2637,1,51,WI,1,1,-6,1,-1,4,1,2,4,5,1,-7,-7,-7,11/16/2022 14:59,11/17/2022 12:48,Desktop
ANES 2020-22 Social Media Study 20230705,2639,2,31,CO,9,1,-6,1,-1,4,1,1,5,5,1,1,2,2,11/9/2022 10:56,11/9/2022 11:17,Desktop
ANES 2020-22 Social Media Study 20230705,2640,1,29,WI,14,1,-6,1,-1,4,1,1,5,2,1,1,2,1,11/13/2022 8:08,11/13/2022 8:30,Desktop
ANES 2020-22 Social Media Study 20230705,2641,1,67,TX,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2642,1,44,PA,11,1,-6,1,-1,4,1,1,5,3,1,1,-7,1,12/22/2022 17:12,12/22/2022 17:23,Smartphone
ANES 2020-22 Social Media Study 20230705,2643,2,27,MD,11,1,-6,1,-1,1,2,-1,5,2,1,1,1,-7,11/13/2022 9:19,11/20/2022 23:07,Smartphone
ANES 2020-22 Social Media Study 20230705,2644,1,58,CA,1,1,-6,2,-1,4,1,1,5,3,2,2,2,2,11/9/2022 10:04,11/9/2022 10:22,Desktop
ANES 2020-22 Social Media Study 20230705,2645,1,68,NJ,1,1,-6,1,-1,4,1,2,2,5,2,2,2,2,11/10/2022 14:34,11/10/2022 14:56,Desktop
ANES 2020-22 Social Media Study 20230705,2646,2,34,MI,12,1,-6,1,-1,4,1,1,5,1,1,1,2,2,11/21/2022 12:47,11/21/2022 13:12,Smartphone
ANES 2020-22 Social Media Study 20230705,2647,1,79,CO,2,1,-6,1,-1,4,1,1,5,1,1,2,2,2,11/10/2022 11:53,11/10/2022 12:19,Desktop
ANES 2020-22 Social Media Study 20230705,2648,2,68,NV,1,1,-6,1,-1,4,1,2,2,5,1,2,2,1,11/12/2022 18:42,11/12/2022 19:20,Desktop
ANES 2020-22 Social Media Study 20230705,2649,1,59,IL,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2650,2,27,CA,12,1,-6,1,-1,1,2,-1,5,5,-7,-7,2,-7,11/18/2022 0:06,11/24/2022 13:42,Smartphone
ANES 2020-22 Social Media Study 20230705,2651,2,71,CO,12,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2652,1,31,NY,-1,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 21:18,11/10/2022 21:40,Desktop
ANES 2020-22 Social Media Study 20230705,2653,1,19,CA,10,1,-6,1,-1,1,2,-1,5,4,-7,2,2,2,11/12/2022 18:52,11/12/2022 19:13,Smartphone
ANES 2020-22 Social Media Study 20230705,2654,2,63,TX,1,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/11/2022 12:01,11/11/2022 12:21,Desktop
ANES 2020-22 Social Media Study 20230705,2655,2,72,NY,1,1,-6,1,-1,4,1,1,5,2,1,1,2,2,11/10/2022 14:36,11/10/2022 16:10,Smartphone
ANES 2020-22 Social Media Study 20230705,2656,2,74,MD,1,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,11/10/2022 6:44,11/10/2022 7:29,Smartphone
ANES 2020-22 Social Media Study 20230705,2657,2,43,MO,11,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2658,2,42,GA,12,1,4,1,-1,3,1,2,5,5,1,-7,-7,-7,11/10/2022 15:11,11/10/2022 15:38,Smartphone
ANES 2020-22 Social Media Study 20230705,2659,2,55,ME,12,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 18:17,11/10/2022 18:44,Smartphone
ANES 2020-22 Social Media Study 20230705,2660,1,77,NH,2,1,-6,1,-1,4,1,2,4,5,1,-7,-7,-7,11/11/2022 21:18,11/11/2022 21:51,Desktop
ANES 2020-22 Social Media Study 20230705,2661,1,65,CO,1,1,-6,1,-1,4,1,2,3,5,1,2,2,2,11/10/2022 15:45,11/10/2022 16:07,Desktop
ANES 2020-22 Social Media Study 20230705,2662,1,73,KY,10,1,-6,1,-1,4,1,1,5,2,2,-7,-7,2,11/27/2022 10:01,11/27/2022 10:54,Smartphone
ANES 2020-22 Social Media Study 20230705,2663,1,70,ID,9,1,-6,1,-1,4,1,1,5,2,-7,-7,-7,1,11/11/2022 7:25,11/11/2022 7:53,Desktop
ANES 2020-22 Social Media Study 20230705,2664,2,23,IL,2,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2665,1,46,OH,12,1,-6,1,-1,3,2,-1,5,3,2,2,2,2,11/28/2022 20:02,11/28/2022 20:39,Desktop
ANES 2020-22 Social Media Study 20230705,2666,1,51,SC,1,1,-6,1,-1,4,1,1,5,5,-1,-1,-1,-1,11/10/2022 17:10,11/10/2022 17:34,Desktop
ANES 2020-22 Social Media Study 20230705,2667,2,76,FL,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2668,2,30,AL,1,1,-6,1,-1,4,1,1,2,3,1,1,1,1,11/11/2022 13:27,11/11/2022 13:47,Smartphone
ANES 2020-22 Social Media Study 20230705,2669,2,72,MD,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2670,1,52,VA,9,1,-6,1,-1,4,1,1,5,1,1,1,2,1,11/10/2022 14:44,11/10/2022 14:57,Desktop
ANES 2020-22 Social Media Study 20230705,2671,1,68,NY,12,1,-6,1,-1,4,1,2,2,5,1,1,2,1,11/11/2022 8:32,11/11/2022 9:00,Desktop
ANES 2020-22 Social Media Study 20230705,2672,1,42,PA,9,1,-6,1,-1,4,1,1,5,2,2,2,2,1,11/10/2022 21:10,11/10/2022 21:32,Smartphone
ANES 2020-22 Social Media Study 20230705,2673,2,50,IA,12,1,-6,1,-1,4,1,1,5,3,1,1,1,1,11/10/2022 16:41,11/10/2022 17:03,Desktop
ANES 2020-22 Social Media Study 20230705,2674,2,47,CT,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2675,1,78,NC,11,1,-6,1,-1,4,1,1,5,2,2,-7,-7,-7,11/10/2022 18:16,11/10/2022 18:39,Desktop
ANES 2020-22 Social Media Study 20230705,2676,1,50,NV,9,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/10/2022 12:12,11/10/2022 12:27,Desktop
ANES 2020-22 Social Media Study 20230705,2677,1,19,KY,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2678,1,35,TX,12,1,-6,1,-1,4,1,1,3,3,-7,-7,1,-7,11/13/2022 9:03,11/13/2022 9:23,Smartphone
ANES 2020-22 Social Media Study 20230705,2679,1,26,MO,-1,1,-6,1,-1,4,1,1,5,4,1,1,1,2,11/10/2022 21:09,11/10/2022 21:28,Smartphone
ANES 2020-22 Social Media Study 20230705,2680,1,26,ID,10,1,-6,1,-1,4,1,1,5,3,2,2,2,1,11/9/2022 10:30,11/9/2022 10:48,Smartphone
ANES 2020-22 Social Media Study 20230705,2681,1,24,NV,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2682,2,69,CA,14,1,-6,1,-1,4,1,1,3,2,1,1,2,1,11/10/2022 14:52,11/10/2022 15:25,Smartphone
ANES 2020-22 Social Media Study 20230705,2683,2,48,CA,12,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2684,1,52,FL,1,1,-6,1,-1,4,1,2,4,5,1,1,2,2,11/11/2022 9:29,11/11/2022 9:53,Smartphone
ANES 2020-22 Social Media Study 20230705,2685,2,24,ID,11,1,-6,1,-1,4,1,1,5,3,2,1,1,2,11/21/2022 16:43,11/21/2022 17:00,Desktop
ANES 2020-22 Social Media Study 20230705,2686,2,75,NE,14,1,-6,1,-1,4,1,2,2,5,2,2,2,2,11/10/2022 14:11,11/10/2022 15:19,Desktop
ANES 2020-22 Social Media Study 20230705,2687,1,35,IL,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2688,1,41,VA,12,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2689,2,29,IL,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2690,2,36,TX,1,1,6,1,-1,3,2,-1,5,3,1,2,2,2,11/10/2022 16:41,11/11/2022 7:21,Smartphone
ANES 2020-22 Social Media Study 20230705,2691,1,42,KY,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2692,2,57,SC,1,1,-6,1,-1,4,1,1,5,4,1,1,2,1,11/11/2022 22:28,11/11/2022 22:47,Desktop
ANES 2020-22 Social Media Study 20230705,2693,2,24,NJ,11,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2694,2,59,NV,10,1,-6,1,-1,4,1,1,5,1,2,1,2,1,11/10/2022 13:59,11/10/2022 15:45,Smartphone
ANES 2020-22 Social Media Study 20230705,2695,1,37,NY,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2696,2,25,CA,11,1,7,2,-1,1,2,-1,3,5,1,1,1,2,11/21/2022 16:24,11/21/2022 16:38,Smartphone
ANES 2020-22 Social Media Study 20230705,2697,2,34,MO,12,1,6,1,-1,4,1,2,1,5,1,1,1,1,11/18/2022 7:49,11/18/2022 8:05,Smartphone
ANES 2020-22 Social Media Study 20230705,2698,2,63,MN,9,1,1,1,-1,4,1,1,5,3,1,2,2,1,11/16/2022 11:25,11/16/2022 11:53,Smartphone
ANES 2020-22 Social Media Study 20230705,2699,2,26,CA,12,1,-6,3,-1,1,2,-1,3,3,1,1,1,2,12/16/2022 7:09,12/16/2022 7:37,Smartphone
ANES 2020-22 Social Media Study 20230705,2700,1,80,OR,1,1,-6,1,-1,4,1,1,5,2,-1,-1,-1,-1,11/10/2022 11:25,11/10/2022 11:54,Desktop
ANES 2020-22 Social Media Study 20230705,2701,2,30,CO,12,-6,8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2702,1,34,TX,11,1,-6,1,-1,4,1,1,5,5,1,1,2,1,11/10/2022 14:58,11/10/2022 17:52,Smartphone
ANES 2020-22 Social Media Study 20230705,2703,2,30,NC,11,1,-6,1,-1,1,2,-1,3,5,1,1,2,2,11/12/2022 14:27,11/12/2022 14:43,Smartphone
ANES 2020-22 Social Media Study 20230705,2704,1,53,ID,14,1,-6,1,-1,3,2,-1,2,5,1,-7,-7,2,11/11/2022 13:09,11/11/2022 13:37,Desktop
ANES 2020-22 Social Media Study 20230705,2705,2,25,CA,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2706,2,59,CA,12,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2707,2,72,MO,1,1,-6,1,-1,4,1,2,3,5,1,-7,-7,-7,11/10/2022 18:38,11/10/2022 19:19,Smartphone
ANES 2020-22 Social Media Study 20230705,2708,1,63,NH,1,-6,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2709,2,80,OK,14,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2710,1,60,AZ,11,1,-6,1,-1,4,1,2,5,5,2,2,2,2,11/9/2022 10:28,11/9/2022 10:57,Smartphone
ANES 2020-22 Social Media Study 20230705,2711,1,28,TX,12,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2712,1,66,WV,14,1,-6,1,-1,4,1,1,5,2,1,1,-7,-7,11/10/2022 9:25,11/10/2022 9:58,Tablet
ANES 2020-22 Social Media Study 20230705,2713,2,42,CA,2,1,-6,1,-1,4,1,1,5,2,2,1,2,2,11/11/2022 7:21,11/11/2022 8:10,Smartphone
ANES 2020-22 Social Media Study 20230705,2714,2,49,IL,12,1,3,1,-1,2,2,-1,5,5,1,2,2,-7,12/26/2022 18:37,12/26/2022 19:06,Smartphone
ANES 2020-22 Social Media Study 20230705,2715,1,74,NY,12,1,-6,1,-1,4,1,2,2,5,-1,-1,-1,-1,11/10/2022 23:58,11/11/2022 0:27,Desktop
ANES 2020-22 Social Media Study 20230705,2716,1,38,OK,12,1,-6,1,-1,1,2,-1,3,3,1,1,-7,-7,11/22/2022 18:25,12/18/2022 13:44,Smartphone
ANES 2020-22 Social Media Study 20230705,2717,1,64,NY,2,1,-6,1,-1,4,1,2,5,3,2,1,1,2,11/11/2022 17:39,11/11/2022 17:58,Desktop
ANES 2020-22 Social Media Study 20230705,2718,2,61,ND,1,1,-6,1,-1,4,1,2,1,5,1,2,2,2,11/11/2022 20:10,11/11/2022 20:30,Smartphone
ANES 2020-22 Social Media Study 20230705,2719,1,73,NJ,1,1,-6,1,-1,3,2,-1,2,5,1,-7,-7,-7,11/11/2022 14:14,11/11/2022 14:53,Desktop
ANES 2020-22 Social Media Study 20230705,2720,1,54,CO,1,1,-6,1,-1,4,1,1,5,2,1,2,2,2,11/9/2022 20:42,11/9/2022 20:57,Smartphone
ANES 2020-22 Social Media Study 20230705,2721,1,34,NY,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2722,2,64,MI,1,-6,-6,-6,,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,
ANES 2020-22 Social Media Study 20230705,2723,1,43,OH,1,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#NULL!,#NULL!,-6
ANES 2020-22 Social Media Study 20230705,2724,1,69,LA,2,1,3,1,-1,4,1,1,5,1,1,2,2,2,11/11/2022 21:12,11/11/2022 21:42,Desktop
ANES 2020-22 Social Media Study 20230705,2725,2,21,KY,12,1,-6,1,-1,2,1,1,3,1,1,1,1,2,11/27/2022 7:07,11/27/2022 7:20,Smartphone
